#Type=Line
#Heading=Link_3_Throughput
#XLabel=Time (ms)
#Num_Y=1
#YLabel=Throughput (Mbps)
0,0,
20.021200,0.027970,
20.074200,0.055793,
20.105360,0.081968,
20.345200,0.681045,
20.630200,0.697230,
40.254160,0.660603,
40.539160,0.668983,
60.254160,0.652702,
60.539160,0.658351,
80.254160,0.648739,
80.539160,0.652999,
100.254160,0.646357,
100.539160,0.649777,
120.254160,0.644768,
620.807258,0.144560,
621.092258,0.145344,
621.356698,0.164929,
621.479738,0.184540,
621.641698,0.185341,
621.764738,0.186154,
621.906138,0.205742,
622.029178,0.225327,
622.152218,0.244905,
622.191138,0.245738,
622.275258,0.265323,
622.314178,0.266155,
622.437218,0.266951,
622.455578,0.286555,
622.560258,0.287355,
622.578618,0.306956,
622.701658,0.326500,
622.740578,0.327327,
622.824698,0.346884,
622.863618,0.347710,
622.986658,0.348489,
623.005018,0.368074,
623.109698,0.368860,
623.128058,0.388440,
623.251098,0.407951,
623.290018,0.408773,
623.374138,0.428301,
623.413058,0.429122,
623.497178,0.448644,
623.536098,0.449462,
623.620218,0.468978,
623.659138,0.469795,
623.743258,0.489304,
623.782178,0.490120,
623.866298,0.509622,
623.905218,0.510437,
623.989338,0.529932,
624.028258,0.530745,
624.112378,0.550234,
624.151298,0.551046,
624.235418,0.570528,
624.274338,0.571339,
624.358458,0.590814,
624.397378,0.591623,
624.481498,0.611093,
624.520418,0.611900,
624.604538,0.631363,
624.643458,0.632169,
624.727578,0.651625,
624.766498,0.652429,
624.889538,0.653146,
625.012578,0.653862,
640.254160,0.657364,
640.539160,0.657896,
660.254160,0.656741,
660.539160,0.657257,
680.254160,0.656155,
680.539160,0.656656,
700.254160,0.655602,
700.539160,0.656089,
720.254160,0.655080,
720.539160,0.655554,
740.254160,0.654586,
740.539160,0.655047,
760.254160,0.654118,
760.539160,0.654567,
780.254160,0.653674,
780.539160,0.654112,
800.254160,0.653252,
800.539160,0.653679,
820.254160,0.652851,
820.539160,0.653268,
840.254160,0.652469,
840.539160,0.652876,
860.254160,0.652105,
860.539160,0.652503,
880.254160,0.651757,
880.539160,0.652146,
900.254160,0.651425,
900.539160,0.651805,
920.254160,0.651107,
920.539160,0.651479,
940.254160,0.650803,
940.539160,0.651167,
960.254160,0.650511,
960.539160,0.650868,
980.254160,0.650231,
980.539160,0.650581,
1000.254160,0.649963,
1000.539160,0.650305,
1020.254160,0.649705,
1020.539160,0.650041,
1040.254160,0.649457,
1040.539160,0.649786,
1060.254160,0.649218,
1060.539160,0.649541,
1080.254160,0.648988,
1080.539160,0.649305,
1100.254160,0.648766,
1100.539160,0.649078,
1120.254160,0.648553,
1120.539160,0.648859,
1140.254160,0.648347,
1140.539160,0.648648,
1160.254160,0.648148,
1160.539160,0.648443,
1180.254160,0.647955,
1180.539160,0.648246,
1200.254160,0.647769,
1200.539160,0.648055,
1220.254160,0.647590,
1220.539160,0.647871,
1240.254160,0.647416,
1240.539160,0.647693,
1260.254160,0.647247,
1260.539160,0.647520,
1280.254160,0.647084,
1280.539160,0.647352,
1300.254160,0.646926,
1300.539160,0.647190,
1320.254160,0.646772,
1320.539160,0.647033,
1340.254160,0.646624,
1340.539160,0.646880,
1360.254160,0.646479,
1360.539160,0.646732,
1380.254160,0.646339,
1380.539160,0.646588,
1400.254160,0.646203,
1400.539160,0.646448,
1420.254160,0.646070,
1420.539160,0.646312,
1440.254160,0.645942,
1440.539160,0.646180,
1460.254160,0.645816,
1460.539160,0.646052,
1480.254160,0.645695,
1480.539160,0.645927,
1500.254160,0.645576,
1500.539160,0.645805,
1520.254160,0.645460,
1520.539160,0.645687,
1540.254160,0.645348,
1540.539160,0.645571,
1560.254160,0.645238,
1560.539160,0.645459,
1580.254160,0.645132,
1580.539160,0.645349,
1600.254160,0.645028,
1600.539160,0.645243,
1620.254160,0.644926,
1620.539160,0.645138,
1640.254160,0.644827,
1640.539160,0.645037,
1660.254160,0.644730,
1660.539160,0.644938,
1680.254160,0.644636,
1680.539160,0.644841,
1700.254160,0.644544,
1700.539160,0.644746,
1720.254160,0.644454,
1720.539160,0.644654,
1740.254160,0.644366,
1740.539160,0.644563,
1760.254160,0.644280,
1760.539160,0.644475,
1780.254160,0.644196,
1780.539160,0.644389,
1800.254160,0.644113,
1800.539160,0.644305,
1820.254160,0.644033,
1820.539160,0.644222,
1840.254160,0.643955,
1840.539160,0.644142,
1860.254160,0.643878,
1860.539160,0.644063,
1880.254160,0.643802,
1880.539160,0.643986,
1900.254160,0.643729,
1900.539160,0.643910,
1920.254160,0.643656,
1920.539160,0.643836,
1940.254160,0.643586,
1940.539160,0.643763,
1960.254160,0.643517,
1960.539160,0.643692,
1980.254160,0.643449,
1980.539160,0.643623,
2000.254160,0.643382,
2000.539160,0.643555,
2020.254160,0.643317,
2020.539160,0.643488,
2040.254160,0.643253,
2040.539160,0.643422,
2060.254160,0.643191,
2060.539160,0.643358,
2080.254160,0.643129,
2080.539160,0.643295,
2100.254160,0.643069,
2100.539160,0.643233,
2120.254160,0.643010,
2120.539160,0.643172,
2140.254160,0.642952,
2140.539160,0.643113,
2160.254160,0.642895,
2160.539160,0.643054,
2180.254160,0.642839,
2180.539160,0.642997,
2200.254160,0.642784,
2200.539160,0.642941,
2220.254160,0.642730,
2220.539160,0.642885,
2240.254160,0.642677,
2240.539160,0.642831,
2260.254160,0.642625,
2260.539160,0.642778,
2280.254160,0.642574,
2280.539160,0.642725,
2300.254160,0.642524,
2300.539160,0.642674,
2320.254160,0.642474,
2320.539160,0.642623,
2340.254160,0.642426,
2340.539160,0.642573,
2360.254160,0.642378,
2360.539160,0.642524,
2380.254160,0.642331,
2380.539160,0.642476,
2400.254160,0.642285,
2400.539160,0.642429,
2420.254160,0.642240,
2420.539160,0.642383,
2440.254160,0.642195,
2440.539160,0.642337,
2460.254160,0.642152,
2460.539160,0.642292,
2480.254160,0.642108,
2480.539160,0.642247,
2500.254160,0.642066,
2500.539160,0.642204,
2520.254160,0.642024,
2520.539160,0.642161,
2540.254160,0.641983,
2540.539160,0.642119,
2560.254160,0.641943,
2560.539160,0.642077,
2580.254160,0.641903,
2580.539160,0.642036,
2600.254160,0.641863,
2600.539160,0.641996,
2620.254160,0.641825,
2620.539160,0.641956,
2640.254160,0.641787,
2640.539160,0.641917,
2660.254160,0.641749,
2660.539160,0.641879,
2680.254160,0.641712,
2680.539160,0.641841,
2700.254160,0.641676,
2700.539160,0.641804,
2720.254160,0.641640,
3220.803600,0.545712,
3221.088600,0.545828,
3221.353040,0.549573,
3221.476080,0.553341,
3221.638040,0.553477,
3221.761080,0.553620,
3221.902480,0.557385,
3222.025520,0.561153,
3222.148560,0.564920,
3222.187480,0.565077,
3222.271600,0.568851,
3222.310520,0.569008,
3222.433560,0.569150,
3222.451920,0.572935,
3222.556600,0.573080,
3222.574960,0.576865,
3222.698000,0.580632,
3222.736920,0.580788,
3222.821040,0.584561,
3222.859960,0.584718,
3222.983000,0.584859,
3223.001360,0.588644,
3223.106040,0.588789,
3223.124400,0.592573,
3223.247440,0.596338,
3223.286360,0.596494,
3223.370480,0.600266,
3223.409400,0.600423,
3223.493520,0.604194,
3223.532440,0.604351,
3223.616560,0.608122,
3223.655480,0.608278,
3223.739600,0.612049,
3223.778520,0.612206,
3223.862640,0.615977,
3223.901560,0.616133,
3223.985680,0.619903,
3224.024600,0.620060,
3224.108720,0.623830,
3224.147640,0.623986,
3224.231760,0.627756,
3224.270680,0.627913,
3224.354800,0.631682,
3224.393720,0.631838,
3224.477840,0.635608,
3224.516760,0.635764,
3224.600880,0.639533,
3224.639800,0.639689,
3224.723920,0.643458,
3224.762840,0.643614,
3224.885880,0.643754,
3225.008920,0.643893,
3240.254160,0.644631,
3240.539160,0.644737,
3260.254160,0.644583,
3260.539160,0.644688,
3280.254160,0.644535,
3280.539160,0.644640,
3300.254160,0.644489,
3300.539160,0.644593,
3320.254160,0.644442,
3320.539160,0.644546,
3340.254160,0.644396,
3340.539160,0.644500,
3360.254160,0.644351,
3360.539160,0.644454,
3380.254160,0.644307,
3380.539160,0.644408,
3400.254160,0.644262,
3400.539160,0.644364,
3420.254160,0.644219,
3420.539160,0.644319,
3440.254160,0.644176,
3440.539160,0.644276,
3460.254160,0.644133,
3460.539160,0.644233,
3480.254160,0.644091,
3480.539160,0.644190,
3500.254160,0.644049,
3500.539160,0.644148,
3520.254160,0.644008,
3520.539160,0.644106,
3540.254160,0.643967,
3540.539160,0.644065,
3560.254160,0.643927,
3560.539160,0.644024,
3580.254160,0.643887,
3580.539160,0.643983,
3600.254160,0.643848,
3600.539160,0.643944,
3620.254160,0.643809,
3620.539160,0.643904,
3640.254160,0.643770,
3640.539160,0.643865,
3660.254160,0.643732,
3660.539160,0.643826,
3680.254160,0.643695,
3680.539160,0.643788,
3700.254160,0.643657,
3700.539160,0.643751,
3720.254160,0.643621,
3720.539160,0.643713,
3740.254160,0.643584,
3740.539160,0.643676,
3760.254160,0.643548,
3760.539160,0.643640,
3780.254160,0.643512,
3780.539160,0.643603,
3800.254160,0.643477,
3800.539160,0.643568,
3820.254160,0.643442,
